,gH2AX_foci,pRPA_foci,RAD51_foci
U54-TMA-9_sceneH02_cell5489.0,,,1.0
U54-TMA-9_sceneH02_cell5497.0,,0.0,
U54-TMA-9_sceneH02_cell5507.0,,0.0,
U54-TMA-9_sceneH02_cell5544.0,,,0.0
U54-TMA-9_sceneH02_cell5595.0,,,0.0
U54-TMA-9_sceneH02_cell5621.0,,,1.0
U54-TMA-9_sceneH02_cell5665.0,,,0.0
U54-TMA-9_sceneH02_cell5692.0,,,0.0
U54-TMA-9_sceneH02_cell5697.0,,,0.0
U54-TMA-9_sceneH02_cell5702.0,,,1.0
U54-TMA-9_sceneH02_cell5751.0,,0.0,
U54-TMA-9_sceneH02_cell5789.0,,,0.0
U54-TMA-9_sceneH02_cell5794.0,,,0.0
U54-TMA-9_sceneH02_cell5873.0,,0.0,
U54-TMA-9_sceneH02_cell5898.0,,1.0,
U54-TMA-9_sceneH02_cell5909.0,,,0.0
U54-TMA-9_sceneH02_cell5918.0,,,0.0
U54-TMA-9_sceneH02_cell5919.0,,,0.0
U54-TMA-9_sceneH02_cell5957.0,,,0.0
U54-TMA-9_sceneH02_cell6186.0,,,2.0
U54-TMA-9_sceneH02_cell6317.0,,,0.0
U54-TMA-9_sceneH02_cell6356.0,,,0.0
U54-TMA-9_sceneH02_cell6432.0,,,0.0
U54-TMA-9_sceneH02_cell6486.0,,,1.0
U54-TMA-9_sceneH02_cell6541.0,,0.0,
U54-TMA-9_sceneH02_cell6626.0,,0.0,
U54-TMA-9_sceneH02_cell6643.0,,,0.0
U54-TMA-9_sceneH02_cell6696.0,,0.0,
U54-TMA-9_sceneH02_cell6751.0,,0.0,
U54-TMA-9_sceneH02_cell6938.0,,,0.0
U54-TMA-9_sceneH02_cell7095.0,,,0.0
U54-TMA-9_sceneH02_cell7129.0,,,0.0
U54-TMA-9_sceneH02_cell7135.0,,,0.0
U54-TMA-9_sceneH02_cell7169.0,,0.0,
U54-TMA-9_sceneH02_cell7227.0,,,0.0
U54-TMA-9_sceneH02_cell7392.0,,0.0,
U54-TMA-9_sceneH02_cell7428.0,,0.0,
U54-TMA-9_sceneH02_cell7491.0,,,0.0
U54-TMA-9_sceneH02_cell7501.0,,0.0,
U54-TMA-9_sceneH02_cell7543.0,,0.0,
U54-TMA-9_sceneH02_cell7557.0,,0.0,
U54-TMA-9_sceneH02_cell7598.0,,0.0,
U54-TMA-9_sceneH02_cell7765.0,,0.0,
U54-TMA-9_sceneH02_cell7858.0,,0.0,
U54-TMA-9_sceneH02_cell7912.0,,,0.0
U54-TMA-9_sceneH02_cell7919.0,,,0.0
U54-TMA-9_sceneH02_cell8028.0,,,1.0
U54-TMA-9_sceneH02_cell8170.0,,,0.0
U54-TMA-9_sceneH02_cell8193.0,,0.0,
U54-TMA-9_sceneH02_cell8279.0,,1.0,
U54-TMA-9_sceneH02_cell8350.0,,0.0,
U54-TMA-9_sceneH02_cell8405.0,,1.0,
U54-TMA-9_sceneH02_cell8422.0,,0.0,
U54-TMA-9_sceneH02_cell8476.0,,0.0,
U54-TMA-9_sceneH02_cell8541.0,,,0.0
U54-TMA-9_sceneH02_cell8614.0,,,0.0
U54-TMA-9_sceneH02_cell8666.0,,0.0,
U54-TMA-9_sceneH02_cell8722.0,,,0.0
U54-TMA-9_sceneH02_cell8732.0,,,0.0
U54-TMA-9_sceneH02_cell8754.0,,0.0,
U54-TMA-9_sceneH02_cell8755.0,,0.0,
U54-TMA-9_sceneH02_cell8839.0,,,0.0
U54-TMA-9_sceneH02_cell8863.0,,0.0,
U54-TMA-9_sceneH02_cell8902.0,,0.0,
U54-TMA-9_sceneH02_cell8911.0,,0.0,
U54-TMA-9_sceneH02_cell8968.0,,,0.0
U54-TMA-9_sceneH02_cell9049.0,,,0.0
U54-TMA-9_sceneH02_cell9087.0,,,0.0
U54-TMA-9_sceneH02_cell9128.0,,0.0,
U54-TMA-9_sceneH02_cell9142.0,,,0.0
U54-TMA-9_sceneH02_cell9143.0,,,0.0
U54-TMA-9_sceneH02_cell9274.0,,,0.0
U54-TMA-9_sceneH02_cell9313.0,,,0.0
U54-TMA-9_sceneH02_cell9405.0,,,0.0
U54-TMA-9_sceneH02_cell9417.0,,,0.0
U54-TMA-9_sceneH02_cell9492.0,,,0.0
U54-TMA-9_sceneH02_cell9521.0,,,0.0
U54-TMA-9_sceneH02_cell9545.0,,,0.0
U54-TMA-9_sceneH02_cell9556.0,,0.0,
U54-TMA-9_sceneH02_cell9563.0,,,0.0
U54-TMA-9_sceneH02_cell9622.0,,0.0,
U54-TMA-9_sceneH02_cell9632.0,,,0.0
U54-TMA-9_sceneH02_cell9634.0,,0.0,
U54-TMA-9_sceneH02_cell9663.0,,,0.0
U54-TMA-9_sceneH02_cell9679.0,,,0.0
U54-TMA-9_sceneH02_cell9728.0,,0.0,
U54-TMA-9_sceneH02_cell9740.0,,0.0,
U54-TMA-9_sceneH02_cell9773.0,,,0.0
U54-TMA-9_sceneH02_cell9779.0,,0.0,
U54-TMA-9_sceneH02_cell9784.0,,0.0,
U54-TMA-9_sceneH02_cell9828.0,,,0.0
U54-TMA-9_sceneH02_cell9841.0,,0.0,
U54-TMA-9_sceneH02_cell9852.0,,,0.0
U54-TMA-9_sceneH02_cell9874.0,,,0.0
U54-TMA-9_sceneH02_cell9910.0,,,0.0
U54-TMA-9_sceneH02_cell9928.0,,,0.0
U54-TMA-9_sceneH02_cell9945.0,,,0.0
U54-TMA-9_sceneH02_cell9950.0,,,0.0
U54-TMA-9_sceneH02_cell9972.0,,,0.0
U54-TMA-9_sceneH02_cell9980.0,,,0.0
U54-TMA-9_sceneH02_cell9986.0,,,0.0
U54-TMA-9_sceneH02_cell9994.0,,,0.0
U54-TMA-9_sceneH02_cell9999.0,,0.0,
U54-TMA-9_sceneH02_cell10008.0,,,0.0
U54-TMA-9_sceneH02_cell10033.0,,,0.0
U54-TMA-9_sceneH02_cell10035.0,,,0.0
U54-TMA-9_sceneH02_cell10038.0,,0.0,
U54-TMA-9_sceneH02_cell10071.0,,,0.0
U54-TMA-9_sceneH02_cell10083.0,,0.0,
U54-TMA-9_sceneH02_cell10084.0,,,0.0
U54-TMA-9_sceneH02_cell10093.0,,,0.0
U54-TMA-9_sceneH02_cell10096.0,,,0.0
U54-TMA-9_sceneH02_cell10098.0,,,0.0
U54-TMA-9_sceneH02_cell10103.0,,,0.0
U54-TMA-9_sceneH02_cell10158.0,,,0.0
U54-TMA-9_sceneH02_cell10167.0,,,0.0
U54-TMA-9_sceneH02_cell10186.0,,,0.0
U54-TMA-9_sceneH02_cell10211.0,,0.0,
U54-TMA-9_sceneH02_cell10224.0,,,0.0
U54-TMA-9_sceneH02_cell10247.0,,,0.0
U54-TMA-9_sceneH02_cell10251.0,,,0.0
U54-TMA-9_sceneH02_cell10257.0,,,0.0
U54-TMA-9_sceneH02_cell10261.0,,,0.0
U54-TMA-9_sceneH02_cell10262.0,,,0.0
U54-TMA-9_sceneH02_cell10265.0,,,0.0
U54-TMA-9_sceneH02_cell10266.0,,,0.0
U54-TMA-9_sceneH02_cell10267.0,,0.0,0.0
U54-TMA-9_sceneH02_cell10271.0,,,0.0
U54-TMA-9_sceneH02_cell10286.0,,0.0,
U54-TMA-9_sceneH02_cell10322.0,,,0.0
U54-TMA-9_sceneH02_cell10326.0,,,0.0
U54-TMA-9_sceneH02_cell10329.0,,,0.0
U54-TMA-9_sceneH02_cell10375.0,,,0.0
U54-TMA-9_sceneH02_cell10395.0,,,0.0
U54-TMA-9_sceneH02_cell10410.0,,,0.0
U54-TMA-9_sceneH02_cell10422.0,,,0.0
U54-TMA-9_sceneH02_cell10423.0,,,0.0
U54-TMA-9_sceneH02_cell10436.0,,,0.0
U54-TMA-9_sceneH02_cell10450.0,,,0.0
U54-TMA-9_sceneH02_cell10465.0,,,0.0
U54-TMA-9_sceneH02_cell10466.0,,,0.0
U54-TMA-9_sceneH02_cell10474.0,,,0.0
U54-TMA-9_sceneH02_cell10475.0,,,0.0
U54-TMA-9_sceneH02_cell10485.0,,,0.0
U54-TMA-9_sceneH02_cell10497.0,,,0.0
U54-TMA-9_sceneH02_cell10509.0,,,0.0
U54-TMA-9_sceneH02_cell10520.0,,0.0,
U54-TMA-9_sceneH02_cell10525.0,,,0.0
U54-TMA-9_sceneH02_cell10528.0,,,0.0
U54-TMA-9_sceneH02_cell10533.0,,,0.0
U54-TMA-9_sceneH02_cell10545.0,,,0.0
U54-TMA-9_sceneH02_cell10548.0,,0.0,
U54-TMA-9_sceneH02_cell10560.0,,,0.0
U54-TMA-9_sceneH02_cell10567.0,,,0.0
U54-TMA-9_sceneH02_cell10570.0,,,0.0
U54-TMA-9_sceneH02_cell10577.0,,,0.0
U54-TMA-9_sceneH02_cell10583.0,,,0.0
U54-TMA-9_sceneH02_cell10589.0,,0.0,
U54-TMA-9_sceneH02_cell10599.0,,0.0,
U54-TMA-9_sceneH02_cell10607.0,,,0.0
U54-TMA-9_sceneH02_cell10614.0,,,0.0
U54-TMA-9_sceneH02_cell10616.0,,,0.0
U54-TMA-9_sceneH02_cell10619.0,,,0.0
U54-TMA-9_sceneH02_cell10626.0,,,0.0
U54-TMA-9_sceneH02_cell10627.0,,0.0,
U54-TMA-9_sceneH02_cell10628.0,,0.0,
U54-TMA-9_sceneH02_cell10630.0,,,0.0
U54-TMA-9_sceneH02_cell10634.0,,,0.0
U54-TMA-9_sceneH02_cell10635.0,,0.0,
U54-TMA-9_sceneH02_cell10642.0,,2.0,
U54-TMA-9_sceneH02_cell10643.0,,,0.0
U54-TMA-9_sceneH02_cell10661.0,,,0.0
U54-TMA-9_sceneH02_cell10695.0,,0.0,
U54-TMA-9_sceneH02_cell10711.0,,,0.0
U54-TMA-9_sceneH02_cell10714.0,,,0.0
U54-TMA-9_sceneH02_cell10718.0,,,0.0
U54-TMA-9_sceneH02_cell10727.0,,,0.0
U54-TMA-9_sceneH02_cell10738.0,,,0.0
U54-TMA-9_sceneH02_cell10747.0,,,0.0
U54-TMA-9_sceneH02_cell10756.0,,,0.0
U54-TMA-9_sceneH02_cell10763.0,,0.0,
U54-TMA-9_sceneH02_cell10767.0,,0.0,
U54-TMA-9_sceneH02_cell10781.0,,,0.0
U54-TMA-9_sceneH02_cell10787.0,,,0.0
U54-TMA-9_sceneH02_cell10789.0,,,0.0
U54-TMA-9_sceneH02_cell10791.0,,,0.0
U54-TMA-9_sceneH02_cell10801.0,,,0.0
U54-TMA-9_sceneH02_cell10805.0,,0.0,0.0
U54-TMA-9_sceneH02_cell10807.0,,,0.0
U54-TMA-9_sceneH02_cell10834.0,,,0.0
U54-TMA-9_sceneH02_cell10838.0,,1.0,
U54-TMA-9_sceneH02_cell10840.0,,0.0,
U54-TMA-9_sceneH02_cell10844.0,,,0.0
U54-TMA-9_sceneH02_cell10849.0,,,0.0
U54-TMA-9_sceneH02_cell10859.0,,,0.0
U54-TMA-9_sceneH02_cell10868.0,,,0.0
U54-TMA-9_sceneH02_cell10876.0,,0.0,
U54-TMA-9_sceneH02_cell10913.0,,,0.0
U54-TMA-9_sceneH02_cell10915.0,,0.0,
U54-TMA-9_sceneH02_cell10918.0,,0.0,
U54-TMA-9_sceneH02_cell10924.0,,,0.0
U54-TMA-9_sceneH02_cell10948.0,,,0.0
U54-TMA-9_sceneH02_cell10962.0,,,0.0
U54-TMA-9_sceneH02_cell10977.0,,,0.0
U54-TMA-9_sceneH02_cell10987.0,,,0.0
U54-TMA-9_sceneH02_cell10999.0,,0.0,
U54-TMA-9_sceneH02_cell11010.0,,0.0,
U54-TMA-9_sceneH02_cell11036.0,,0.0,
U54-TMA-9_sceneH02_cell11043.0,,,0.0
U54-TMA-9_sceneH02_cell11049.0,,0.0,
U54-TMA-9_sceneH02_cell11054.0,,,0.0
U54-TMA-9_sceneH02_cell11079.0,,,0.0
U54-TMA-9_sceneH02_cell11083.0,,0.0,
U54-TMA-9_sceneH02_cell11088.0,,0.0,
U54-TMA-9_sceneH02_cell11093.0,,,0.0
U54-TMA-9_sceneH02_cell11104.0,,,0.0
U54-TMA-9_sceneH02_cell11114.0,,,0.0
U54-TMA-9_sceneH02_cell11118.0,,,0.0
U54-TMA-9_sceneH02_cell11131.0,,,0.0
U54-TMA-9_sceneH02_cell11170.0,,,0.0
U54-TMA-9_sceneH02_cell11175.0,,,0.0
U54-TMA-9_sceneH02_cell11178.0,,,0.0
U54-TMA-9_sceneH02_cell11179.0,,,0.0
U54-TMA-9_sceneH02_cell11207.0,,,0.0
U54-TMA-9_sceneH02_cell11256.0,,,0.0
U54-TMA-9_sceneH02_cell11276.0,,,0.0
U54-TMA-9_sceneH02_cell11277.0,,,0.0
U54-TMA-9_sceneH02_cell11283.0,,,0.0
U54-TMA-9_sceneH02_cell11284.0,,,0.0
U54-TMA-9_sceneH02_cell11285.0,,,0.0
U54-TMA-9_sceneH02_cell11293.0,,0.0,
U54-TMA-9_sceneH02_cell11310.0,,,0.0
U54-TMA-9_sceneH02_cell11316.0,,,0.0
U54-TMA-9_sceneH02_cell11339.0,,,0.0
U54-TMA-9_sceneH02_cell11340.0,,,0.0
U54-TMA-9_sceneH02_cell11341.0,,,0.0
U54-TMA-9_sceneH02_cell11347.0,,,0.0
U54-TMA-9_sceneH02_cell11379.0,,0.0,
U54-TMA-9_sceneH02_cell11400.0,,0.0,
U54-TMA-9_sceneH02_cell11444.0,,0.0,
U54-TMA-9_sceneH02_cell11450.0,,0.0,
U54-TMA-9_sceneH02_cell11453.0,,,0.0
U54-TMA-9_sceneH02_cell11502.0,,,0.0
U54-TMA-9_sceneH02_cell11510.0,,0.0,
U54-TMA-9_sceneH02_cell11567.0,,,0.0
U54-TMA-9_sceneH02_cell11571.0,,0.0,
U54-TMA-9_sceneH02_cell11619.0,,0.0,
U54-TMA-9_sceneH02_cell11642.0,,,0.0
U54-TMA-9_sceneH02_cell11680.0,,0.0,
U54-TMA-9_sceneH02_cell11683.0,,0.0,
U54-TMA-9_sceneH02_cell11707.0,,,0.0
U54-TMA-9_sceneH02_cell11712.0,,,0.0
U54-TMA-9_sceneH02_cell11715.0,,,0.0
U54-TMA-9_sceneH02_cell11718.0,,,0.0
U54-TMA-9_sceneH02_cell11732.0,,,0.0
U54-TMA-9_sceneH02_cell11739.0,,0.0,
U54-TMA-9_sceneH02_cell11750.0,,,0.0
U54-TMA-9_sceneH02_cell11769.0,,0.0,
U54-TMA-9_sceneH02_cell11784.0,,,0.0
U54-TMA-9_sceneH02_cell11786.0,,,0.0
U54-TMA-9_sceneH02_cell11835.0,,,0.0
U54-TMA-9_sceneH02_cell11844.0,,,0.0
U54-TMA-9_sceneH02_cell11853.0,,,0.0
U54-TMA-9_sceneH02_cell11857.0,,0.0,
U54-TMA-9_sceneH02_cell11880.0,,0.0,
U54-TMA-9_sceneH02_cell11893.0,,0.0,
U54-TMA-9_sceneH02_cell11913.0,,0.0,
U54-TMA-9_sceneH02_cell11921.0,,0.0,0.0
U54-TMA-9_sceneH02_cell11927.0,,,0.0
U54-TMA-9_sceneH02_cell11931.0,,,0.0
U54-TMA-9_sceneH02_cell11965.0,,,0.0
U54-TMA-9_sceneH02_cell11999.0,,0.0,
U54-TMA-9_sceneH02_cell12008.0,,0.0,
U54-TMA-9_sceneH02_cell12011.0,,0.0,0.0
U54-TMA-9_sceneH02_cell12022.0,,,0.0
U54-TMA-9_sceneH02_cell12080.0,,,0.0
U54-TMA-9_sceneH02_cell12117.0,,,0.0
U54-TMA-9_sceneH02_cell12205.0,,0.0,
U54-TMA-9_sceneH02_cell12207.0,,,0.0
U54-TMA-9_sceneH02_cell12215.0,,,0.0
U54-TMA-9_sceneH02_cell12218.0,,,0.0
U54-TMA-9_sceneH02_cell12221.0,,,0.0
U54-TMA-9_sceneH02_cell12229.0,,0.0,
U54-TMA-9_sceneH02_cell12242.0,,0.0,
U54-TMA-9_sceneH02_cell12248.0,,0.0,
U54-TMA-9_sceneH02_cell12272.0,,0.0,
U54-TMA-9_sceneH02_cell12285.0,,,0.0
U54-TMA-9_sceneH02_cell12286.0,,,0.0
U54-TMA-9_sceneH02_cell12288.0,,,0.0
U54-TMA-9_sceneH02_cell12309.0,,,0.0
U54-TMA-9_sceneH02_cell12316.0,,0.0,
U54-TMA-9_sceneH02_cell12324.0,,0.0,
U54-TMA-9_sceneH02_cell12341.0,,,0.0
U54-TMA-9_sceneH02_cell12349.0,,0.0,
U54-TMA-9_sceneH02_cell12357.0,,0.0,
U54-TMA-9_sceneH02_cell12376.0,,,0.0
U54-TMA-9_sceneH02_cell12379.0,,0.0,
U54-TMA-9_sceneH02_cell12383.0,,0.0,0.0
U54-TMA-9_sceneH02_cell12407.0,,,0.0
U54-TMA-9_sceneH02_cell12410.0,,,0.0
U54-TMA-9_sceneH02_cell12423.0,,0.0,
U54-TMA-9_sceneH02_cell12426.0,,0.0,
U54-TMA-9_sceneH02_cell12433.0,,0.0,0.0
U54-TMA-9_sceneH02_cell12450.0,,,0.0
U54-TMA-9_sceneH02_cell12461.0,,0.0,
U54-TMA-9_sceneH02_cell12462.0,,,0.0
U54-TMA-9_sceneH02_cell12472.0,,,0.0
U54-TMA-9_sceneH02_cell12473.0,,,0.0
U54-TMA-9_sceneH02_cell12479.0,,0.0,
U54-TMA-9_sceneH02_cell12487.0,,0.0,
U54-TMA-9_sceneH02_cell12512.0,,,0.0
U54-TMA-9_sceneH02_cell12514.0,,0.0,
U54-TMA-9_sceneH02_cell12532.0,,0.0,
U54-TMA-9_sceneH02_cell12556.0,,,0.0
U54-TMA-9_sceneH02_cell12563.0,,,0.0
U54-TMA-9_sceneH02_cell12565.0,,0.0,0.0
U54-TMA-9_sceneH02_cell12581.0,,0.0,
U54-TMA-9_sceneH02_cell12584.0,,,0.0
U54-TMA-9_sceneH02_cell12625.0,,,0.0
U54-TMA-9_sceneH02_cell12626.0,,,0.0
U54-TMA-9_sceneH02_cell12629.0,,0.0,
U54-TMA-9_sceneH02_cell12634.0,,,1.0
U54-TMA-9_sceneH02_cell12643.0,,0.0,
U54-TMA-9_sceneH02_cell12678.0,,0.0,
U54-TMA-9_sceneH02_cell12682.0,,,0.0
U54-TMA-9_sceneH02_cell12740.0,,,0.0
U54-TMA-9_sceneH02_cell12745.0,,,0.0
U54-TMA-9_sceneH02_cell12746.0,,,0.0
U54-TMA-9_sceneH02_cell12753.0,,,0.0
U54-TMA-9_sceneH02_cell12768.0,,,0.0
U54-TMA-9_sceneH02_cell12778.0,,,0.0
U54-TMA-9_sceneH02_cell12804.0,,0.0,
U54-TMA-9_sceneH02_cell12811.0,,,0.0
U54-TMA-9_sceneH02_cell12841.0,,0.0,0.0
U54-TMA-9_sceneH02_cell12888.0,,,0.0
U54-TMA-9_sceneH02_cell12893.0,,,0.0
U54-TMA-9_sceneH02_cell12935.0,,,0.0
U54-TMA-9_sceneH02_cell12957.0,,,0.0
U54-TMA-9_sceneH02_cell12970.0,,,0.0
U54-TMA-9_sceneH02_cell12986.0,,,0.0
U54-TMA-9_sceneH02_cell12988.0,,,0.0
U54-TMA-9_sceneH02_cell12989.0,,,0.0
U54-TMA-9_sceneH02_cell13005.0,,,0.0
U54-TMA-9_sceneH02_cell13021.0,,,0.0
U54-TMA-9_sceneH02_cell13022.0,,0.0,
U54-TMA-9_sceneH02_cell13025.0,,0.0,
U54-TMA-9_sceneH02_cell13026.0,,,0.0
U54-TMA-9_sceneH02_cell13031.0,,,0.0
U54-TMA-9_sceneH02_cell13039.0,,,0.0
U54-TMA-9_sceneH02_cell13062.0,,,0.0
U54-TMA-9_sceneH02_cell13066.0,,,0.0
U54-TMA-9_sceneH02_cell13078.0,,0.0,0.0
U54-TMA-9_sceneH02_cell13079.0,,,0.0
U54-TMA-9_sceneH02_cell13087.0,,0.0,
U54-TMA-9_sceneH02_cell13104.0,,0.0,
U54-TMA-9_sceneH02_cell13106.0,,0.0,
U54-TMA-9_sceneH02_cell13111.0,,,0.0
U54-TMA-9_sceneH02_cell13122.0,,,0.0
U54-TMA-9_sceneH02_cell13137.0,,0.0,
U54-TMA-9_sceneH02_cell13159.0,,,0.0
U54-TMA-9_sceneH02_cell13161.0,,,0.0
U54-TMA-9_sceneH02_cell13163.0,,,0.0
U54-TMA-9_sceneH02_cell13171.0,,0.0,
U54-TMA-9_sceneH02_cell13205.0,,,0.0
U54-TMA-9_sceneH02_cell13222.0,,0.0,0.0
U54-TMA-9_sceneH02_cell13238.0,,,0.0
U54-TMA-9_sceneH02_cell13250.0,,,0.0
U54-TMA-9_sceneH02_cell13254.0,,0.0,
U54-TMA-9_sceneH02_cell13256.0,,0.0,
U54-TMA-9_sceneH02_cell13310.0,,,0.0
U54-TMA-9_sceneH02_cell13363.0,,0.0,
U54-TMA-9_sceneH02_cell13364.0,,0.0,
U54-TMA-9_sceneH02_cell13386.0,,0.0,
U54-TMA-9_sceneH02_cell13399.0,,0.0,
U54-TMA-9_sceneH02_cell13411.0,,0.0,
U54-TMA-9_sceneH02_cell13431.0,,,0.0
U54-TMA-9_sceneH02_cell13439.0,,0.0,
U54-TMA-9_sceneH02_cell13442.0,,0.0,
U54-TMA-9_sceneH02_cell13445.0,,0.0,
U54-TMA-9_sceneH02_cell13469.0,,,0.0
U54-TMA-9_sceneH02_cell13504.0,,0.0,
U54-TMA-9_sceneH02_cell13536.0,,0.0,
U54-TMA-9_sceneH02_cell13561.0,,0.0,
U54-TMA-9_sceneH02_cell13586.0,,0.0,
U54-TMA-9_sceneH02_cell13595.0,,0.0,
U54-TMA-9_sceneH02_cell13617.0,,0.0,
U54-TMA-9_sceneH02_cell13625.0,,0.0,
U54-TMA-9_sceneH02_cell13664.0,,0.0,
U54-TMA-9_sceneH02_cell13666.0,,0.0,
U54-TMA-9_sceneH02_cell13697.0,,0.0,
U54-TMA-9_sceneH02_cell13715.0,,0.0,
U54-TMA-9_sceneH02_cell13719.0,,0.0,
U54-TMA-9_sceneH02_cell13799.0,,,0.0
U54-TMA-9_sceneH02_cell13814.0,,0.0,
U54-TMA-9_sceneH02_cell13826.0,,0.0,
U54-TMA-9_sceneH02_cell13852.0,,,0.0
U54-TMA-9_sceneH02_cell13876.0,,0.0,
U54-TMA-9_sceneH02_cell13879.0,,0.0,
U54-TMA-9_sceneH02_cell13881.0,,,0.0
U54-TMA-9_sceneH02_cell13921.0,,0.0,
U54-TMA-9_sceneH02_cell13930.0,,0.0,
U54-TMA-9_sceneH02_cell13951.0,,,0.0
U54-TMA-9_sceneH02_cell13967.0,,0.0,
U54-TMA-9_sceneH02_cell13984.0,,0.0,
U54-TMA-9_sceneH02_cell14015.0,,0.0,
U54-TMA-9_sceneH02_cell14019.0,,,0.0
U54-TMA-9_sceneH02_cell14124.0,,,0.0
U54-TMA-9_sceneH02_cell14154.0,,0.0,
U54-TMA-9_sceneH02_cell14161.0,,,0.0
U54-TMA-9_sceneH02_cell14162.0,,,0.0
U54-TMA-9_sceneH02_cell14171.0,,,0.0
U54-TMA-9_sceneH02_cell14224.0,,,0.0
U54-TMA-9_sceneH02_cell14250.0,,0.0,
U54-TMA-9_sceneH02_cell14311.0,,0.0,
U54-TMA-9_sceneH02_cell14314.0,,,0.0
U54-TMA-9_sceneH02_cell14316.0,,,0.0
U54-TMA-9_sceneH02_cell14323.0,,0.0,
U54-TMA-9_sceneH02_cell14325.0,,0.0,
U54-TMA-9_sceneH02_cell14353.0,,,0.0
U54-TMA-9_sceneH02_cell14365.0,,0.0,
U54-TMA-9_sceneH02_cell14368.0,,,0.0
U54-TMA-9_sceneH02_cell14369.0,,,0.0
U54-TMA-9_sceneH02_cell14379.0,,0.0,
U54-TMA-9_sceneH02_cell14439.0,,0.0,
U54-TMA-9_sceneH02_cell14461.0,,,0.0
U54-TMA-9_sceneH02_cell14469.0,,0.0,
U54-TMA-9_sceneH02_cell14496.0,,0.0,
U54-TMA-9_sceneH02_cell14546.0,,,0.0
U54-TMA-9_sceneH02_cell14590.0,,,0.0
U54-TMA-9_sceneH02_cell14610.0,,0.0,
U54-TMA-9_sceneH02_cell14612.0,,,0.0
U54-TMA-9_sceneH02_cell14613.0,,,0.0
U54-TMA-9_sceneH02_cell14617.0,,0.0,
U54-TMA-9_sceneH02_cell14629.0,,,0.0
U54-TMA-9_sceneH02_cell14631.0,,0.0,
U54-TMA-9_sceneH02_cell14665.0,,,0.0
U54-TMA-9_sceneH02_cell14700.0,,,0.0
U54-TMA-9_sceneH02_cell14703.0,,,0.0
U54-TMA-9_sceneH02_cell14735.0,,,0.0
U54-TMA-9_sceneH02_cell14736.0,,0.0,
U54-TMA-9_sceneH02_cell14739.0,,0.0,
U54-TMA-9_sceneH02_cell14780.0,,0.0,
U54-TMA-9_sceneH02_cell14852.0,,0.0,
U54-TMA-9_sceneH02_cell14903.0,,0.0,
U54-TMA-9_sceneH02_cell14934.0,,0.0,
U54-TMA-9_sceneH02_cell14947.0,,,0.0
U54-TMA-9_sceneH02_cell14951.0,,,0.0
U54-TMA-9_sceneH02_cell14996.0,,,0.0
U54-TMA-9_sceneH02_cell15003.0,,0.0,
U54-TMA-9_sceneH02_cell15007.0,,0.0,
U54-TMA-9_sceneH02_cell15014.0,,,0.0
U54-TMA-9_sceneH02_cell15044.0,,0.0,
U54-TMA-9_sceneH02_cell15058.0,2.0,,
U54-TMA-9_sceneH02_cell15060.0,,0.0,
U54-TMA-9_sceneH02_cell15064.0,,0.0,
U54-TMA-9_sceneH02_cell15094.0,,,0.0
U54-TMA-9_sceneH02_cell15100.0,,,0.0
U54-TMA-9_sceneH02_cell15138.0,,,0.0
U54-TMA-9_sceneH02_cell15144.0,,,0.0
U54-TMA-9_sceneH02_cell15155.0,,,0.0
U54-TMA-9_sceneH02_cell15160.0,,0.0,
U54-TMA-9_sceneH02_cell15214.0,,,0.0
U54-TMA-9_sceneH02_cell15215.0,,,0.0
U54-TMA-9_sceneH02_cell15222.0,,,0.0
U54-TMA-9_sceneH02_cell15232.0,,0.0,
U54-TMA-9_sceneH02_cell15234.0,,,0.0
U54-TMA-9_sceneH02_cell15240.0,,,0.0
U54-TMA-9_sceneH02_cell15247.0,,1.0,
U54-TMA-9_sceneH02_cell15262.0,,,0.0
U54-TMA-9_sceneH02_cell15272.0,,,0.0
U54-TMA-9_sceneH02_cell15284.0,,,0.0
U54-TMA-9_sceneH02_cell15289.0,,,0.0
U54-TMA-9_sceneH02_cell15302.0,,,0.0
U54-TMA-9_sceneH02_cell15303.0,,,0.0
U54-TMA-9_sceneH02_cell15308.0,,,0.0
U54-TMA-9_sceneH02_cell15317.0,,,0.0
U54-TMA-9_sceneH02_cell15338.0,,,0.0
U54-TMA-9_sceneH02_cell15348.0,,,0.0
U54-TMA-9_sceneH02_cell15376.0,,0.0,
U54-TMA-9_sceneH02_cell15390.0,,,0.0
U54-TMA-9_sceneH02_cell15400.0,,,0.0
U54-TMA-9_sceneH02_cell15406.0,,,0.0
U54-TMA-9_sceneH02_cell15409.0,,,0.0
U54-TMA-9_sceneH02_cell15425.0,,,0.0
U54-TMA-9_sceneH02_cell15430.0,,,0.0
U54-TMA-9_sceneH02_cell15432.0,,,0.0
U54-TMA-9_sceneH02_cell15443.0,,,0.0
U54-TMA-9_sceneH02_cell15446.0,,,0.0
U54-TMA-9_sceneH02_cell15475.0,,,0.0
U54-TMA-9_sceneH02_cell15477.0,,,0.0
U54-TMA-9_sceneH02_cell15481.0,,,0.0
U54-TMA-9_sceneH02_cell15494.0,,,0.0
U54-TMA-9_sceneH02_cell15499.0,,,0.0
U54-TMA-9_sceneH02_cell15502.0,,,0.0
U54-TMA-9_sceneH02_cell15503.0,,0.0,
U54-TMA-9_sceneH02_cell15508.0,,,0.0
U54-TMA-9_sceneH02_cell15517.0,,,0.0
U54-TMA-9_sceneH02_cell15519.0,,,0.0
